lr,epochs,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,pooled_accuracy,pooled_macro avg_precision,pooled_macro avg_recall,pooled_macro avg_f1-score,pooled_weighted avg_precision,pooled_weighted avg_recall,pooled_weighted avg_f1-score,pooled_None_precision,pooled_None_recall,pooled_None_f1,pooled_Relationship_precision,pooled_Relationship_recall,pooled_Relationship_f1
0.0001,20,0.7444367273232394,0.014190987067306553,0.7442810082680678,0.014303791456224492,0.7444387624648428,0.7445218018272656,0.7443462483640918,0.7443580341055787,0.7444989469568739,0.7444387624648428,0.7443928808793617,0.7475013150973172,0.7322854934295284,0.7398151763633997,0.7415422885572139,0.7564070032986552,0.7489008918477578
0.0001,50,0.7478889224810634,0.011751497217039577,0.7477676699501561,0.011788186646066422,0.7478905650728714,0.7479067482993464,0.7478325789810946,0.7478459894997893,0.7479001875318566,0.7478905650728714,0.7478717061765674,0.7487620536877769,0.7402731254831229,0.7444933920704846,0.747051442910916,0.7553920324790663,0.7511985869290941
1e-05,8,0.6474047866125197,0.010890140668043752,0.6472991058661083,0.01081996032916561,0.6474047558169266,0.6473975273173644,0.6474055838171128,0.6473964339978399,0.6474246341907225,0.6474047558169266,0.6474095737121874,0.6438636945939021,0.6475135274413811,0.64568345323741,0.6509313600408267,0.6472976401928444,0.6491094147582697
1e-05,12,0.6691380338772542,0.012728047245795564,0.6689985641203192,0.012723338806319545,0.6691383277934032,0.6691186437951482,0.6690913990899392,0.6690964454326325,0.669128825173556,0.6691383277934032,0.6691250015877034,0.6677913314300545,0.662973460448338,0.665373674683217,0.6704459561602418,0.6752093377315402,0.672819216182048
1e-05,20,0.6918944624661922,0.011661859087183044,0.69174752981332,0.011738963430503837,0.6918946560981846,0.6918890829134005,0.6918353364797603,0.6918422553114694,0.6918914050737273,0.6918946560981846,0.6918730793036547,0.6915863506121386,0.6841020355578459,0.6878238341968912,0.6921918152146623,0.6995686374016747,0.6958606764260474
1e-05,50,0.7317813748641561,0.016470638139174685,0.7316459151056632,0.01652188353783072,0.731782152902071,0.7318036388699811,0.7317153732577418,0.7317271510715674,0.7317957781500141,0.731782152902071,0.7317566163379086,0.7328284147296944,0.7230095336253543,0.7278858625162127,0.730778863010268,0.7404212128901294,0.7355684396269221
1e-06,8,0.532600769714748,0.00938709112085156,0.5325338545743206,0.009349276281968076,0.5326003579647149,0.5325945507566251,0.5325963919892625,0.5325904572407341,0.5326235867970743,0.5326003579647149,0.5326069584473689,0.528809218950064,0.5320793609894358,0.5304392499357822,0.5363798825631861,0.533113422989089,0.534741664545686
1e-06,12,0.552160757621565,0.008936425801227737,0.5520402894706493,0.008894970664877917,0.5521605727435438,0.5521220093591406,0.5521175485800248,0.5521171706938248,0.5521466242853553,0.5521605727435438,0.5521509904728267,0.5489130434782609,0.5465086317959289,0.54770819883796,0.5553309752400202,0.5577264653641207,0.5565261425496898
1e-06,20,0.5782402784700489,0.010700660232632971,0.5780892322412552,0.010674868621871716,0.5782408591153158,0.5782070834011164,0.5782013310083065,0.5782020805857865,0.578229600543916,0.5782408591153158,0.5782331034094099,0.5752715985514744,0.5730481834578717,0.5741577384794114,0.5811425682507584,0.5833544785587415,0.5822464226921615
1e-06,50,0.6260544356650841,0.010199775940694114,0.6259156018912415,0.010148673721565811,0.6260547174635643,0.6260365213261615,0.6260395785007422,0.6260375484986117,0.626060255418426,0.6260547174635643,0.626056985062709,0.6229423868312757,0.6240659623808297,0.6235036684257949,0.6291306558210473,0.6280131946206546,0.6285714285714286
