lr,epochs,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,pooled_accuracy,pooled_macro avg_precision,pooled_macro avg_recall,pooled_macro avg_f1-score,pooled_weighted avg_precision,pooled_weighted avg_recall,pooled_weighted avg_f1-score,pooled_Activation_precision,pooled_Activation_recall,pooled_Activation_f1,pooled_Repression_precision,pooled_Repression_recall,pooled_Repression_f1,pooled_None_precision,pooled_None_recall,pooled_None_f1
0.0001,20,0.5198036006546645,0.008940425717674413,0.5092374090332312,0.007926888936892204,0.5198036006546645,0.5103426576402744,0.5102574599748144,0.5102528911295497,0.5185872085716452,0.5198036006546645,0.5191527398348664,0.5440456769983687,0.5521523178807947,0.5480690221857025,0.410958904109589,0.39806996381182147,0.40441176470588236,0.5760233918128655,0.5805500982318271,0.5782778864970646
0.0001,50,0.5266775777414076,0.01159144432708726,0.5167759036450004,0.01009449219815164,0.5266775777414076,0.517598044069462,0.5172158871246865,0.5173691865980478,0.5257806157683718,0.5266775777414076,0.5261927222649729,0.5504065040650407,0.5604304635761589,0.5553732567678425,0.4183168316831683,0.4077201447527141,0.4129505192425168,0.584070796460177,0.5834970530451866,0.5837837837837838
1e-05,8,0.4173486088379706,0.020572512422220197,0.40872954400473127,0.02027210655928774,0.41734860883797054,0.4101353150660767,0.4094000240378764,0.40946750594263315,0.42051328121146087,0.41734860883797054,0.41866456367770355,0.48518204911092294,0.47433774834437087,0.4796986186688991,0.3178294573643411,0.34620024125452353,0.33140877598152424,0.427394438722966,0.4076620825147348,0.41729512317747613
1e-05,12,0.4327332242225859,0.015408971909577508,0.4237109603954031,0.016324182721755103,0.4327332242225859,0.4246243117893184,0.4243672654733536,0.42441354959726363,0.43434765901375433,0.4327332242225859,0.43346754036528806,0.4924496644295302,0.4859271523178808,0.4891666666666667,0.3356401384083045,0.35102533172496986,0.3431603773584906,0.4457831325301205,0.4361493123772102,0.44091360476663355
1e-05,20,0.455646481178396,0.010637038827673919,0.44679869917814596,0.01112249421100696,0.45564648117839607,0.44757816735768413,0.4474524236368831,0.4474842958068745,0.45654661021009807,0.45564648117839607,0.4560691695422872,0.5054121565362198,0.5024834437086093,0.5039435450394355,0.3607520564042303,0.3703256936067551,0.36547619047619045,0.4765702891326022,0.46954813359528486,0.4730331519049975
1e-05,50,0.4887070376432079,0.011964430037641282,0.47806336357719087,0.012618486326766383,0.48870703764320783,0.4795619719672337,0.4788266117131139,0.47914111039272517,0.48870716040433265,0.48870703764320783,0.4886498733975008,0.5287449392712551,0.5405629139072847,0.534588620548506,0.38118214716525933,0.38118214716525933,0.38118214716525933,0.5287588294651867,0.5147347740667977,0.5216525634644101
1e-06,8,0.3571194762684124,0.011215608313592007,0.3475740736196083,0.011524760778191187,0.35711947626841245,0.3478290564884272,0.34775175556984844,0.34776767743731685,0.35771142470028605,0.35711947626841245,0.3573953191887555,0.43106312292358806,0.429635761589404,0.43034825870646765,0.27176470588235296,0.27864897466827504,0.2751637879690292,0.34065934065934067,0.3349705304518664,0.3377909856364537
1e-06,12,0.36072013093289684,0.01443976759418185,0.3518199357422213,0.01434533800555087,0.3607201309328969,0.35230732522182207,0.3520486024850659,0.35206310822771897,0.36234184783936557,0.3607201309328969,0.36142937963624583,0.436241610738255,0.4304635761589404,0.43333333333333335,0.2744874715261959,0.29071170084439085,0.2823667252489748,0.3461928934010152,0.3349705304518664,0.34048926610084873
1e-06,20,0.3728314238952537,0.014283092785120396,0.36529041090531555,0.015169220868428661,0.3728314238952537,0.36663402210026,0.36577784201759167,0.3657011709366988,0.37699548406407124,0.3728314238952537,0.37446239823760535,0.45,0.43211920529801323,0.4408783783783784,0.2829581993569132,0.31845597104945716,0.2996594778660613,0.36694386694386694,0.3467583497053045,0.3565656565656566
1e-06,50,0.395417348608838,0.02050991842595161,0.38756624681052004,0.020395097849932584,0.395417348608838,0.3892484438435848,0.388185453728231,0.38823553922467235,0.4000872615646538,0.395417348608838,0.39731561769542634,0.4721739130434783,0.44950331125827814,0.46055979643765904,0.2974137931034483,0.33293124246079614,0.31417188389299944,0.39815762538382804,0.38212180746561886,0.3899749373433584
